label,study,arm,es,year,TESTEX,age,sex_%_male,weight,bmi,train_status,healthy_clinical,RT_only,weeks,freq,exercises,sets_exercise,reps,load,task_failure_y_n,outcome,measure,region,specific_region,study_design,RT_n,RT_pre_m,RT_post_m,RT_delta_m,RT_pre_se,RT_post_se,RT_delta_se,RT_pre_sd,RT_post_sd,RT_delta_sd,RT_delta_CI_lower,RT_delta_CI_upper,RT_delta_t_value,RT_delta_p_value,CON_n,CON_pre_m,CON_post_m,CON_delta_m,CON_pre_se,CON_post_se,CON_delta_se,CON_pre_sd,CON_post_sd,CON_delta_sd,CON_delta_CI_lower,CON_delta_CI_upper,CON_delta_t_value,CON_delta_p_value,Notes
"Fragala et al, J Cachexia Sarcopenia Muscle, 2014",36,67,328,2014,6,67.75833333,100,88.41666667,28.89166667,untrained,healthy,y,6,2,8,3,12,77.5,n,hypertrophy,US,lower,quadriceps (rectus femoris),between,7,8.2,8.8,0.6,,,,3.1,3.5,0.9,,,,,5,10.4,10.4,0,,,,1.9,1.4,0.5,,,,,
"Fragala et al, J Cachexia Sarcopenia Muscle, 2014",36,67,329,2014,6,67.75833333,100,88.41666667,28.89166667,untrained,healthy,y,6,2,8,3,12,77.5,n,hypertrophy,US,lower,quadriceps (vastus lateralis),between,7,16.4,17.4,1,,,,3.8,4.7,1.4,,,,,5,18.7,18.7,0,,,,4.8,4.9,0.2,,,,,
"Fragala et al, J Cachexia Sarcopenia Muscle, 2014",36,68,330,2014,6,72.38181818,0,71.19090909,27.1,untrained,healthy,y,6,2,8,3,12,77.5,n,strength,1RM,lower,knee extension,between,5,27.2,37.3,10,,,,5.7,5.7,4.5,,,,,6,26.4,25.5,-0.9,,,,14.4,14.3,6.5,,,,,
"Fragala et al, J Cachexia Sarcopenia Muscle, 2014",36,68,331,2014,6,72.38181818,0,71.19090909,27.1,untrained,healthy,y,6,2,8,3,12,77.5,n,hypertrophy,DXA,total,total,between,5,42.8,43.1,0.4,,,,4.8,4.4,0.5,,,,,6,41.1,41.3,0.1,,,,6.6,6.1,0.6,,,,,
"Fragala et al, J Cachexia Sarcopenia Muscle, 2014",36,68,332,2014,6,72.38181818,0,71.19090909,27.1,untrained,healthy,y,6,2,8,3,12,77.5,n,hypertrophy,US,lower,quadriceps (rectus femoris),between,5,7.1,7.1,0,,,,1.3,1.5,0.7,,,,,6,5.6,5.8,0.1,,,,0.5,0.5,0.3,,,,,
"Fragala et al, J Cachexia Sarcopenia Muscle, 2014",36,68,333,2014,6,72.38181818,0,71.19090909,27.1,untrained,healthy,y,6,2,8,3,12,77.5,n,hypertrophy,US,lower,quadriceps (vastus lateralis),between,5,11.7,13.2,1.5,,,,2.9,4.2,2.4,,,,,6,11.5,11.5,-0.1,,,,1.8,1.6,0.2,,,,,
"Fragala et al., Exp Gerontol, 2014",37,69,334,2014,6,70.22608696,56.52173913,81.63043478,28.40869565,untrained,healthy,y,6,2,13,3,12,,n,strength,isometric,upper,handgrip,between,12,36.25,39.17,,,,,10.94,13.58,,,,,0.1,11,32.82,34.18,,,,,14.17,16.48,,,,,,
"Fragala et al., Exp Gerontol, 2014",37,69,335,2014,6,70.22608696,56.52173913,81.63043478,28.40869565,untrained,healthy,y,6,2,13,3,12,,n,hypertrophy,DXA,total,total,between,12,47.7,47.92,,,,,10.67,10.51,,,,,,11,49.58,49.51,,,,,13.48,13.23,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,336,2003,7,74,0,59.3,23.45,untrained,healthy,y,2,3,2,4,8,80,n,strength,1RM,lower,knee extension,between,7,13.2,14.2,,,,,3.7,4.5,,,,,,7,12.6,12.9,,,,,3.7,3.6,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,337,2003,7,74,0,59.3,23.45,untrained,healthy,y,2,3,2,4,8,80,n,strength,isokinetic,lower,knee extension,between,7,69,68,,,,,11,10,,,,,,7,74,74,,,,,15,11,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,338,2003,7,74,0,59.3,23.45,untrained,healthy,y,2,3,2,4,8,80,n,hypertrophy,CT,lower,quadriceps,between,7,33.11643836,35.03424658,,,,,1.438356164,1.438356164,,,,,,7,34.55479452,35.03424658,,,,,1.198630137,0.95890411,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,339,2003,7,74,0,59.3,23.45,untrained,healthy,y,2,3,2,4,8,80,n,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,7,3850,4250,,,,,980,920,,,,,,7,4890,4660,,,,,1190,1310,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,340,2003,7,74,0,59.3,23.45,untrained,healthy,y,12,3,2,4,8,80,n,strength,1RM,lower,knee extension,between,7,13.2,18.4,,,,,3.7,5.1,,,,,0.001,7,12.6,12.5,,,,,3.7,2.8,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,341,2003,7,74,0,59.3,23.45,untrained,healthy,y,12,3,2,4,8,80,n,strength,isokinetic,lower,knee extension,between,7,69,75,,,,,11,10,,,,,0.001,7,74,71,,,,,15,13,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,342,2003,7,74,0,59.3,23.45,untrained,healthy,y,12,3,2,4,8,80,n,hypertrophy,CT,lower,quadriceps,between,7,33.11643836,35.03424658,,,,,1.438356164,1.678082192,,,,,,7,34.55479452,35.03424658,,,,,1.198630137,0.95890411,,,,,,
"Frontera et al., Muscle Nerve, 2003",38,70,343,2003,7,74,0,59.3,23.45,untrained,healthy,y,12,3,2,4,8,80,n,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,7,3850,4410,,,,,980,1220,,,,,,7,4890,4750,,,,,1190,1770,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,71,344,2009,8,23.9,100,73.2,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,leg press,between,21,211.8,360.3,,,,,42,68,,,,,0.05,36,253.9,265.9,,,,,73.5,75.2,,,,,0.05,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,71,345,2009,8,23.9,100,73.2,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,knee extension,between,21,68,85.3,,,,,11.4,14.8,,,,,0.05,36,70.5,72.3,,,,,13.2,15.4,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,71,346,2009,8,23.9,100,73.2,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,half squat,between,21,150.3,221.3,,,,,28.5,39,,,,,0.05,36,156.6,157.5,,,,,36.6,34.2,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,71,347,2009,8,23.9,100,73.2,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,knee flexion,between,21,55.4,64,,,,,8.2,8.4,,,,,0.05,36,58.4,58.5,,,,,10,10.4,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,71,348,2009,8,23.9,100,73.2,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,isometric,lower,knee extension,between,21,112,131.2,,,,,20.4,26.7,,,,,0.05,36,115.6,107.5,,,,,23.8,23.7,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,71,349,2009,8,23.9,100,73.2,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,hypertrophy,DXA,total,total,between,21,56.4,57.3,,,,,5.2,5.8,,,,,0.05,36,60.7,61.1,,,,,5.7,5.7,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,72,350,2009,9,23.2,0,59.9,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,leg press,between,13,119.4,228.7,,,,,19.4,19.8,,,,,0.05,18,155.9,160,,,,,19.3,24.4,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,72,351,2009,9,23.2,0,59.9,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,knee extension,between,13,47.5,62.3,,,,,8,9.9,,,,,0.05,18,42.8,42.4,,,,,6.8,6.8,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,72,352,2009,9,23.2,0,59.9,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,half squat,between,13,106.3,155.5,,,,,17.7,19.6,,,,,0.05,18,110.8,114.2,,,,,18.3,20,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,72,353,2009,9,23.2,0,59.9,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,knee flexion,between,13,37.5,46.1,,,,,5.3,4.4,,,,,0.05,18,32.8,32.3,,,,,6.3,6.4,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,72,354,2009,9,23.2,0,59.9,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,strength,1RM,lower,knee extension,between,13,73,83.1,,,,,8.7,8.7,,,,,0.05,18,77.5,78.6,,,,,12.2,16.5,,,,,,
"Guadalupe-Grau et al., J Apply Physiol, 2009",39,72,355,2009,9,23.2,0,59.9,,untrained,healthy,y,9,3,4,1.728395062,7.444444444,71.11111111,,hypertrophy,DXA,total,total,between,13,42.2,42.7,,,,,1.7,2.4,,,,,0.05,18,56.4,57.3,,,,,5.2,5.8,,,,,,
"Hagerman et al., J Gerontol, 2000",40,73,356,2000,9,64.95,100,82,,untrained,healthy,y,16,2,3,3,7,87.5,y,strength,1RM,lower,knee extension,between,9,62.01923077,93.26923077,,,,,41.82692308,20.91346154,,,,,0.0001,9,61.77884615,71.875,,,,,31.49038462,11.77884615,,,,,,
"Hagerman et al., J Gerontol, 2000",40,73,357,2000,9,64.95,100,82,,untrained,healthy,y,16,2,3,3,7,87.5,y,strength,1RM,lower,leg press,between,9,167.3913043,287.5286041,,,,,72.08237986,48.85583524,,,,,0.0001,9,156.1784897,176.201373,,,,,71.28146453,28.83295195,,,,,,
"Hagerman et al., J Gerontol, 2000",40,73,358,2000,9,64.95,100,82,,untrained,healthy,y,16,2,3,3,7,87.5,y,strength,1RM,lower,half squat,between,9,94.73684211,174.02746,,,,,46.85354691,29.86270023,,,,,0.0001,9,85.98398169,95.76659039,,,,,56.63615561,22.1395881,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,359,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,chest press,between,8,104,119.6,,8.7,7.4,,,,,,,,0.05,4,91.5,88.6,,28.7,28.4,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,360,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,chest fly,between,8,52.3,71.6,,5.2,4.8,,,,,,,,0.05,4,44.3,47.7,,9.7,9.2,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,361,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,pulldown,between,8,63.1,79.6,,4.6,3.6,,,,,,,,0.05,4,62.5,62.5,,10.4,8.8,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,362,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,shoulder press,between,8,71,83.5,,6.1,5.7,,,,,,,,0.05,4,54.6,56.8,,13.5,13.2,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,363,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,seated row,between,8,108.5,138.6,,8.6,8.6,,,,,,,,0.05,4,96,97.7,,28.4,25,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,364,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,elbow flexion,between,8,47.2,60.8,,4,5.4,,,,,,,,0.05,4,44.3,43.2,,9.4,9.9,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,365,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,upper,elbow extension,between,8,38.6,55.1,,3.9,5.7,,,,,,,,0.05,4,38.6,35.2,,9.9,9.5,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,366,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,lower,leg press,between,8,166.5,227.3,,9.6,7.9,,,,,,,,0.05,4,118.2,122.7,,24.9,20.2,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,367,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,lower,knee extension,between,8,84.1,106.8,,6.3,8.1,,,,,,,,0.05,4,78.4,83,,10.2,10.9,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,368,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,strength,1RM,lower,knee flexion,between,8,46,61.9,,3.9,4.1,,,,,,,,,4,47.7,53.4,,4.4,8.6,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,369,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,hypertrophy,hydrostatic weighing,total,total,between,8,65.4,67.3,,3.4,3.4,,,,,,,,,4,63.3,63.9,,10,9.7,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,370,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,hypertrophy,biopsy (type i),lower,quadriceps (vastus lateralis),between,8,5236,5739,,407,551,,,,,,,,,4,4320,4416,,337,416,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,371,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,hypertrophy,biopsy (type iia),lower,quadriceps (vastus lateralis),between,8,5988,7259,,323,669,,,,,,,,0.05,4,6267,5706,,127,463,,,,,,,,,
"Harber et al., Scand J Med Sci Sports, 2004",41,74,372,2004,6,22.56666667,100,78.66666667,,untrained,healthy,y,10,3,10,1.818181818,16,50,n,hypertrophy,biopsy (type iib),lower,quadriceps (vastus lateralis),between,8,5038,5702,,205,405,,,,,,,,,4,5163,4642,,412,217,,,,,,,,,
"Hassan et al., Geriatr Nursing, 2016",42,75,373,2016,10,85.9,35.55555556,68.98809524,27.42142857,untrained,healthy,y,26,2,9,3,12,,n,hypertrophy,BIA,total,total,between,20,44.7,44.9,,,,,10.1,9.9,,,,,,21,45.3,43.8,,,,,12.8,11.9,,,,,,
"Hassan et al., Geriatr Nursing, 2016",42,75,374,2016,10,85.9,35.55555556,68.98809524,27.42142857,untrained,healthy,y,26,2,9,3,12,,n,strength,isometric,upper,handgrip,between,20,18.8,21,,,,,8.1,7,,,,,0.007,21,17.9,15.9,,,,,7.4,7.9,,,,,,
"Hulmi et al., Med Sci Sports Exerc, 2007",43,76,375,2007,6,62.3,100,78.2,,untrained,healthy,y,21,2,3,3,10,62.5,,hypertrophy,BIA,total,total,between,11,36.1,36.7,,,,,0.5,0.5,,,,,0.05,7,35.2,35.1,,,,,5.4,5.8,,,,,,
"Hulmi et al., Med Sci Sports Exerc, 2007",43,76,376,2007,6,62.3,100,78.2,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,1RM,lower,knee extension,between,11,157.2,191.1,,,,,20.6,27.3,,,,,0.05,7,156,161.5,,,,,12.8,9.3,,,,,,
"Hulmi et al., Med Sci Sports Exerc, 2007",43,76,377,2007,6,62.3,100,78.2,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,isometric,lower,knee extension,between,11,2567,3010,,,,,563,494,,,,,0.05,7,2721,2819,,,,,373,565,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,378,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,10.5,2,3,3,10,62.5,,strength,1RM,lower,leg press,between,11,168.6,191.4,,,,,28.4,33,,,,,,10,167.5,171.5,,,,,24.4,20.4,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,379,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,10.5,2,3,3,10,62.5,,strength,isometric,lower,leg press,between,11,3961,4485,,,,,1241,1548,,,,,,10,3882,3901,,,,,978,815,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,380,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,10.5,2,3,3,10,62.5,,strength,isometric,lower,knee extension,between,11,862,981.1,,,,,104.5,96.1,,,,,,10,862.5,860,,,,,194.1,190.8,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,381,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,10.5,2,3,3,10,62.5,,strength,isometric,lower,knee flexion,between,11,399.5,436.4,,,,,55,56.9,,,,,,10,405.4,397.6,,,,,95.9,100.1,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,382,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,10.5,2,3,3,10,62.5,,strength,isometric,lower,bench press,between,11,655,747.1,,,,,128.9,154.9,,,,,,10,608.2,633.5,,,,,118.3,126.8,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,383,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,hypertrophy,MRI,lower,quadriceps (rectus femoris),between,11,82.71604938,90.12345679,9.62962963,,,,11.60493827,11.60493827,7.654320988,,,,,10,78.27160494,77.03703704,-1.234567901,,,,12.59259259,11.11111111,4.197530864,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,384,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,hypertrophy,MRI,lower,quadriceps (vastus lateralis),between,11,26.23157895,29.98947368,3.757894737,,,,3.610526316,3.094736842,1.547368421,,,,,10,24.46315789,24.09473684,-0.147368421,,,,4.273684211,3.610526316,1.326315789,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,385,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,strength,1RM,lower,leg press,between,11,168.6,200.9,,,,,28.4,32.5,,,,,0.001,10,167.5,173,,,,,24.4,21.6,,,,,0.28,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,386,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,strength,isometric,lower,leg press,between,11,3961,4957,,,,,1241,1796,,,,,0.002,10,3882,4202,,,,,978,1152,,,,,0.06,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,387,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,strength,isometric,lower,knee extension,between,11,862,1029.1,,,,,104.5,112.7,,,,,0.001,10,862.5,899.7,,,,,194.1,209.6,,,,,0.29,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,388,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,strength,isometric,lower,knee flexion,between,11,399.5,461.9,,,,,55,55.8,,,,,0.004,10,405.4,408.7,,,,,95.9,98.6,,,,,,
"Hulmi et al., Amino Acids, 2009 - Protein",44,77,389,2009,9,25.7483871,,75.45483871,,untrained,healthy,n,21,2,3,3,10,62.5,,strength,isometric,lower,bench press,between,11,655,803.9,,,,,128.9,169.5,,,,,0.001,10,608.2,623.2,,,,,118.3,130.1,,,,,0.6,
"Hulmi et al., Amino Acids, 2009",44,78,390,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,10.5,2,3,3,10,62.5,,strength,1RM,lower,leg press,between,10,164,184.5,,,,,29.9,26.5,,,,,,10,167.5,171.5,,,,,24.4,20.4,,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,391,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,10.5,2,3,3,10,62.5,,strength,isometric,lower,leg press,between,10,3624,3823,,,,,1344,1350,,,,,,10,3882,3901,,,,,978,815,,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,392,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,10.5,2,3,3,10,62.5,,strength,isometric,lower,knee extension,between,10,817.3,956.1,,,,,96.6,233.6,,,,,,10,862.5,860,,,,,194.1,190.8,,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,393,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,10.5,2,3,3,10,62.5,,strength,isometric,lower,knee flexion,between,10,396.2,441.4,,,,,66.2,65.2,,,,,,10,405.4,397.6,,,,,95.9,100.1,,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,394,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,10.5,2,3,3,10,62.5,,strength,isometric,lower,bench press,between,10,620.6,716,,,,,149.1,162.6,,,,,,10,608.2,633.5,,,,,118.3,126.8,,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,395,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,hypertrophy,MRI,lower,quadriceps (rectus femoris),between,10,77.77777778,82.96296296,6.666666667,,,,8.641975309,8.395061728,4.938271605,,,,,10,78.27160494,77.03703704,-1.234567901,,,,12.59259259,11.11111111,4.197530864,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,396,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,hypertrophy,MRI,lower,quadriceps (vastus lateralis),between,10,23.72631579,26.23157895,2.726315789,,,,3.831578947,3.610526316,0.884210526,,,,,10,24.46315789,24.09473684,-0.147368421,,,,4.273684211,3.610526316,1.326315789,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,397,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,1RM,lower,leg press,between,10,164,194.8,,,,,29.9,26.3,,,,,0.001,10,167.5,173,,,,,24.4,21.6,,,,,0.28,
"Hulmi et al., Amino Acids, 2009",44,78,398,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,isometric,lower,leg press,between,10,3624,4163,,,,,1344,1369,,,,,0.007,10,3882,4202,,,,,978,1152,,,,,0.06,
"Hulmi et al., Amino Acids, 2009",44,78,399,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,isometric,lower,knee extension,between,10,817.3,936.7,,,,,96.6,117.5,,,,,0.004,10,862.5,899.7,,,,,194.1,209.6,,,,,0.29,
"Hulmi et al., Amino Acids, 2009",44,78,400,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,isometric,lower,knee flexion,between,10,396.2,452.8,,,,,66.2,73.9,,,,,0.009,10,405.4,408.7,,,,,95.9,98.6,,,,,,
"Hulmi et al., Amino Acids, 2009",44,78,401,2009,9,25.7483871,,75.45483871,,untrained,healthy,y,21,2,3,3,10,62.5,,strength,isometric,lower,bench press,between,10,620.6,782.5,,,,,149.1,174,,,,,0.001,10,608.2,623.2,,,,,118.3,130.1,,,,,0.6,
"Hunter et al., Med Sci Sports Exerc, 2001",45,79,402,2001,8,66.44444444,50,72.36666667,24.75,untrained,healthy,y,25,3,10,2,10,80,y,hypertrophy,BodPod,total,total,between,14,53.2,55.1,,,,,10.8,11.6,,,,,0.05,8,49.3,49.8,,,,,15.3,15.9,,,,,,
"Hunter et al., Med Sci Sports Exerc, 2001",45,79,403,2001,8,66.44444444,50,72.36666667,24.75,untrained,healthy,y,25,3,10,2,10,80,y,strength,isometric,lower,knee extension,between,14,502,620,,,,,160,216,,,,,0.05,8,419,393,,,,,142,131,,,,,,
"Hunter et al., Med Sci Sports Exerc, 2001",45,79,404,2001,8,66.44444444,50,72.36666667,24.75,untrained,healthy,y,25,3,10,2,10,80,y,strength,isometric,upper,elbow extension,between,14,255,288,,,,,77,95,,,,,0.05,8,213,209,,,,,89,72,,,,,,
"Hunter et al., Med Sci Sports Exerc, 2001",45,80,405,2001,8,66.44444444,50,72.36666667,24.75,untrained,healthy,y,25,3,10,2,10,65,y,hypertrophy,BodPod,total,total,between,14,44.8,46.6,,,,,10.4,11.3,,,,,0.05,8,49.3,49.8,,,,,15.3,15.9,,,,,,
"Hunter et al., Med Sci Sports Exerc, 2001",45,80,406,2001,8,66.44444444,50,72.36666667,24.75,untrained,healthy,y,25,3,10,2,10,65,y,strength,isometric,lower,knee extension,between,14,389,499,,,,,147,160,,,,,0.05,8,419,393,,,,,142,131,,,,,,
"Hunter et al., Med Sci Sports Exerc, 2001",45,80,407,2001,8,66.44444444,50,72.36666667,24.75,untrained,healthy,y,25,3,10,2,10,65,y,strength,isometric,upper,elbow extension,between,14,193,212,,,,,89,49,,,,,0.05,8,213,209,,,,,89,72,,,,,,
"Janzen et al., Eur J Apply Physiol, 2006 - Bilateral",46,81,408,2006,8,59.12857143,0,71.86904762,,untrained,healthy,y,26,3,7,2,55,10,,strength,1RM,lower,leg press,between,15,113,147,,,,,36,41,,,,,0.01,28,109,116,,,,,29,27,,,,,,
"Janzen et al., Eur J Apply Physiol, 2006 - Bilateral",46,81,409,2006,8,59.12857143,0,71.86904762,,untrained,healthy,y,26,3,7,2,55,10,,strength,1RM,upper,pulldown,between,15,39,48,,,,,7,9,,,,,0.01,28,33,32,,,,,15,15,,,,,,
"Janzen et al., Eur J Apply Physiol, 2006 - Bilateral",46,81,410,2006,8,59.12857143,0,71.86904762,,untrained,healthy,y,26,3,7,2,55,10,,hypertrophy,DXA,total,total,between,15,35.2,36.4,1.402105263,,,,5.4,6.1,1.098947368,,,,,28,34.9,34.9,0,,,,5.3,5.1,1.105263158,,,,,
"Janzen et al., Eur J Apply Physiol, 2006 - Unilateral",46,82,411,2006,8,59.12857143,0,71.86904762,,untrained,healthy,y,26,3,7,2,55,10,,strength,1RM,lower,leg press,between,15,99,125,,,,,28,33,,,,,,28,109,116,,,,,29,27,,,,,,
"Janzen et al., Eur J Apply Physiol, 2006 - Unilateral",46,82,412,2006,8,59.12857143,0,71.86904762,,untrained,healthy,y,26,3,7,2,55,10,,strength,1RM,upper,pulldown,between,15,38,53,,,,,8,15,,,,,,28,33,32,,,,,15,15,,,,,,
"Janzen et al., Eur J Apply Physiol, 2006 - Unilateral",46,82,413,2006,8,59.12857143,0,71.86904762,,untrained,healthy,y,26,3,7,2,55,10,,hypertrophy,DXA,total,total,between,15,35.3,36.8,1.610526316,,,,4.4,4.9,1.288421053,,,,,28,34.9,34.9,0,,,,5.3,5.1,1.105263158,,,,,
"Kalapotharakos et al., J Aging Phys Act, 2004",47,83,414,2004,6,64.57575758,36.36363636,77.54545455,,untrained,healthy,y,12,3,6,3,8,80,,strength,1RM,lower,knee extension,between,11,24.55,43.12,,,,,6.56,11.49,,,,,0.001,10,20.55,20.75,,,,,6.55,7.16,,,,,,
"Kalapotharakos et al., J Aging Phys Act, 2004",47,83,415,2004,6,64.57575758,36.36363636,77.54545455,,untrained,healthy,y,12,3,6,3,8,80,,strength,1RM,lower,knee flexion,between,11,18.54,33.64,,,,,4.59,8.28,,,,,0.001,10,14.4,14.3,,,,,3.1,3.6,,,,,,
"Kalapotharakos et al., J Aging Phys Act, 2004",47,83,416,2004,6,64.57575758,36.36363636,77.54545455,,untrained,healthy,y,12,3,6,3,8,80,,strength,1RM,upper,elbow extension,between,11,17,30.81,,,,,3.5,6.9,,,,,0.001,10,16.9,16.3,,,,,3.85,4.52,,,,,,
